entschieden,signale_zum,gilt_fuer,modell_cash,strategisch_cash,referenz_cash,modell_bund,strategisch_bund,referenz_bund,modell_credit,strategisch_credit,referenz_credit,modell_eq_eu,strategisch_eq_eu,referenz_eq_eu,modell_eq_us,strategisch_eq_us,referenz_eq_us,modell_eq_em,strategisch_eq_em,referenz_eq_em,modell_gold,strategisch_gold,referenz_gold
2026-09-24,2026-08,2026-10,0.0,0.0013,0.05,0.1607,0.204,0.2,0.2173,0.25,0.15,0.3173,0.305,0.22,0.153,0.13,0.23,0.0961,0.0775,0.08,0.0556,0.0322,0.07
